20161208100315,5.96,51.248402,-0.575821,150.5,9.26,5.0
20161208100317,2.97,51.248371,-0.575775,119.599998,8.334,5.0
20161208100321,5.90,51.248337,-0.575607,105.5,10.556399,5.0
20161208100400,6.89,51.248253,-0.575302,115.099998,16.1124,5.0
20161208100401,6.10,51.248241,-0.575214,106.300003,20.927601,5.0
20161208100402,5.94,51.248234,-0.575061,93.599998,36.854801,5.0
20161208100403,5.95,51.248226,-0.574901,90.5,42.225597,5.0
20161208100403,6.10,51.248226,-0.574901,90.5,42.225597,5.0
20161208100404,6.28,51.248222,-0.574716,92.0,48.3372,5.0
20161208100404,6.15,51.248222,-0.574716,92.0,48.3372,5.0
20161208100405,6.26,51.248219,-0.574508,91.599998,54.263599,5.0
20161208100405,6.26,51.248219,-0.574508,91.599998,54.263599,5.0
20161208100406,6.16,51.248211,-0.57429,91.5,54.0784,5.0
20161208100406,6.11,51.248211,-0.57429,91.5,54.0784,5.0
20161208100407,6.14,51.248207,-0.574071,92.199997,53.5228,5.0
20161208100407,6.14,51.248207,-0.574071,92.199997,53.5228,5.0
20161208100408,6.09,51.248199,-0.573858,92.800003,52.596798,5.0
20161208100409,5.92,51.248188,-0.57365,93.800003,50.374401,5.0
20161208100409,6.48,51.248188,-0.57365,93.800003,50.374401,5.0
20161208100410,6.19,51.24818,-0.573451,94.099998,47.781597,5.0
20161208100410,6.17,51.24818,-0.573451,94.099998,47.781597,5.0
20161208100411,6.53,51.248169,-0.573264,94.300003,45.5592,5.0
20161208100412,6.30,51.248158,-0.573085,95.0,44.262798,5.0
20161208100412,6.31,51.248158,-0.573085,95.0,44.262798,5.0
20161208100413,6.15,51.248142,-0.572912,97.300003,42.596001,2.96
20161208100414,6.39,51.248127,-0.572746,98.400002,40.3736,5.0
20161208100415,6.00,51.248112,-0.572591,97.5,37.966,5.0
20161208100415,5.99,51.248112,-0.572591,97.5,37.966,5.0
20161208100416,6.24,51.248104,-0.572445,96.699997,36.113998,5.0
20161208100417,2.73,51.248093,-0.572308,99.300003,31.854401,5.0
20161208100419,4.13,51.248077,-0.572115,95.900002,18.149601,2.41
20161208100552,2.77,51.248077,-0.571978,97.300003,12.038,5.0
20161208100554,6.05,51.248055,-0.571831,104.900002,19.260799,5.0
20161208100555,6.04,51.248039,-0.571746,110.0,23.15,5.0
20161208100556,6.04,51.248016,-0.571662,118.099998,22.224001,2.68
20161208100557,6.03,51.247982,-0.571587,132.699997,23.335201,5.0
20161208100558,6.01,51.247932,-0.571532,154.199997,24.816799,5.0
20161208100559,5.93,51.247868,-0.571503,170.800003,25.187201,5.0
20161208100600,6.22,51.247799,-0.571495,183.5,28.5208,5.0
20161208100601,6.24,51.247719,-0.5715,184.300003,32.965599,5.0
20161208100602,6.35,51.247631,-0.571505,182.800003,38.151199,5.0
20161208100602,6.10,51.247631,-0.571505,182.800003,38.151199,5.0
20161208100603,6.34,51.247532,-0.571509,182.399994,40.1884,3.44
20161208100604,4.29,51.247429,-0.571513,181.899994,42.7812,3.05
20161208100604,6.08,51.247429,-0.571513,181.899994,42.7812,2.91
20161208100606,6.12,51.247211,-0.571522,182.399994,42.7812,2.82
20161208100607,6.34,51.247101,-0.571528,184.5,44.077599,2.79
20161208100608,6.23,51.24699,-0.571542,185.699997,43.707199,3.04
20161208100608,4.33,51.24699,-0.571542,185.699997,43.707199,3.13
20161208100608,3.07,51.24699,-0.571542,185.699997,43.707199,3.56
20161208100609,4.25,51.246883,-0.571555,185.5,42.596001,5.0
20161208100610,6.04,51.246773,-0.571568,184.600006,42.040401,5.0
20161208100611,6.00,51.246666,-0.571577,184.100006,42.040401,3.57
20161208100611,3.81,51.246666,-0.571577,184.100006,42.040401,5.0
20161208100612,6.42,51.246563,-0.571583,182.5,40.5588,5.0
20161208100613,6.03,51.246468,-0.571585,181.5,35.373199,5.0
20161208100613,6.18,51.246468,-0.571585,181.5,35.373199,5.0
20161208100614,6.06,51.246384,-0.571584,180.300003,32.41,5.0
20161208100615,6.18,51.246307,-0.571582,178.399994,30.002401,5.0
20161208100616,6.07,51.246235,-0.57157,167.199997,30.372799,5.0
20161208100617,6.31,51.24617,-0.571539,160.600006,29.632,5.0
20161208100618,5.98,51.246101,-0.571515,176.399994,29.632,5.0
20161208100618,5.97,51.246101,-0.571515,176.399994,29.632,5.0
20161208100619,6.35,51.246021,-0.571518,188.5,33.891598,5.0
20161208100620,6.06,51.24593,-0.571541,189.800003,37.5956,5.0
20161208100621,6.15,51.245834,-0.571563,187.0,38.891998,5.0
20161208100621,6.10,51.245834,-0.571563,187.0,38.891998,5.0
20161208100622,6.52,51.245735,-0.57158,186.0,40.3736,3.47
20161208100623,6.30,51.245628,-0.571596,184.899994,43.521999,5.0
20161208100624,6.49,51.245514,-0.57161,184.699997,45.5592,5.0
20161208100624,5.90,51.245514,-0.57161,184.699997,45.5592,5.0
20161208100625,6.05,51.245399,-0.571621,183.0,46.855598,5.0
20161208100625,6.01,51.245399,-0.571621,183.0,46.855598,5.0
20161208100626,6.33,51.245277,-0.571627,180.600006,48.892799,5.0
20161208100627,8.37,51.245159,-0.571626,178.899994,46.855598,5.0
20161208100627,6.10,51.245159,-0.571626,178.899994,46.855598,5.0
20161208100628,6.36,51.245045,-0.571623,178.0,45.188801,5.0
20161208100629,5.91,51.244938,-0.571612,175.600006,41.299599,5.0
20161208100630,6.27,51.244839,-0.571599,174.0,40.003201,5.0
20161208100630,6.36,51.244839,-0.571599,174.0,40.003201,5.0
20161208100631,5.94,51.244743,-0.57158,171.800003,40.1884,5.0
20161208100632,5.91,51.244644,-0.571559,172.699997,41.669998,5.0
20161208100633,6.25,51.244541,-0.571541,176.5,44.448002,5.0
20161208100633,6.35,51.244541,-0.571541,176.5,44.448002,5.0
20161208100634,6.16,51.244427,-0.571528,174.800003,47.411201,5.0
20161208100634,6.06,51.244427,-0.571528,174.800003,47.411201,5.0
20161208100635,6.32,51.244312,-0.571509,174.0,48.7076,5.0
20161208100636,6.52,51.244194,-0.571491,174.600006,49.633598,5.0
20161208100636,6.45,51.244194,-0.571491,174.600006,49.633598,5.0
20161208100637,6.62,51.244068,-0.571474,176.300003,51.4856,5.0
20161208100637,5.98,51.244068,-0.571474,176.300003,51.4856,5.0
20161208100638,6.59,51.243942,-0.57146,178.0,49.818798,5.0
20161208100638,6.35,51.243942,-0.57146,178.0,49.818798,5.0
20161208100639,6.37,51.243813,-0.571461,181.0,49.818798,5.0
20161208100639,6.43,51.243813,-0.571461,181.0,49.818798,5.0
20161208100640,6.57,51.243687,-0.571465,182.399994,50.744801,5.0
20161208100640,6.19,51.243687,-0.571465,182.399994,50.744801,5.0
20161208100641,6.33,51.243561,-0.571473,183.600006,49.448402,5.0
20161208100641,6.41,51.243561,-0.571473,183.600006,49.448402,5.0
20161208100642,6.08,51.243439,-0.571481,182.899994,47.596401,5.0
20161208100642,6.11,51.243439,-0.571481,182.899994,47.596401,5.0
20161208100643,5.90,51.243324,-0.571488,180.300003,45.5592,5.0
20161208100644,6.02,51.243214,-0.571484,177.800003,42.410801,5.0
20161208100646,6.39,51.242996,-0.571454,173.300003,45.188801,5.0
20161208100647,6.14,51.242897,-0.571431,169.600006,43.707199,2.90
20161208100648,5.99,51.242794,-0.571402,169.300003,42.9664,2.80
20161208100648,6.12,51.242794,-0.571402,169.300003,42.9664,5.0
20161208100649,6.13,51.242691,-0.57137,169.100006,42.410801,5.0
20161208100650,6.16,51.242592,-0.571344,172.5,42.596001,2.30
20161208100651,5.92,51.242489,-0.571323,174.800003,41.114403,5.0
20161208100651,6.44,51.242489,-0.571323,174.800003,41.114403,5.0
20161208100652,6.33,51.242397,-0.571307,175.899994,37.225201,3.25
20161208100653,6.23,51.24231,-0.571296,177.199997,32.965599,3.17
20161208100654,5.96,51.242233,-0.571287,176.899994,29.817202,3.04
20161208100655,6.28,51.242161,-0.571279,175.899994,27.0392,5.0
20161208100703,6.28,51.241737,-0.57123,175.399994,21.8536,5.0
20161208100704,6.23,51.24168,-0.571222,175.699997,27.0392,2.37
20161208100705,2.65,51.241608,-0.571216,176.600006,30.928402,2.87
20161208100708,4.51,51.241348,-0.571193,175.5,35.0028,5.0
20161208100709,3.23,51.241257,-0.571187,179.0,36.484402,5.0
20161208100711,5.69,51.241074,-0.571195,183.600006,35.373199,2.70
20161208100711,3.58,51.241074,-0.571195,183.600006,35.373199,3.38
20161208100713,6.35,51.240887,-0.57121,183.899994,37.5956,2.70
20161208100713,5.92,51.240887,-0.57121,183.899994,37.5956,2.74
20161208100714,5.29,51.240788,-0.571222,185.300003,37.4104,2.72
20161208100716,6.11,51.240601,-0.571246,187.5,38.706799,3.23
20161208100717,6.37,51.240498,-0.57127,190.199997,40.1884,3.57
20161208100717,6.37,51.240498,-0.57127,190.199997,40.1884,5.0
20161208100718,5.91,51.240398,-0.5713,191.5,41.484798,2.75
20161208100719,6.51,51.240295,-0.571331,190.5,41.114403,5.0
20161208100720,6.37,51.240192,-0.571355,187.5,40.3736,3.37
20161208100721,6.28,51.240093,-0.571374,186.300003,39.262402,5.0
20161208100721,6.24,51.240093,-0.571374,186.300003,39.262402,5.0
20161208100722,5.97,51.240009,-0.571385,184.899994,29.817202,5.0
20161208100723,5.91,51.239952,-0.571391,185.199997,19.631201,5.0
20161208100804,6.00,51.23988,-0.571388,172.399994,11.667601,5.0
20161208100806,6.02,51.239819,-0.571385,180.600006,11.112,5.0
20161208100816,6.96,51.239716,-0.571446,232.600006,12.038,5.0
20161208100817,5.79,51.239708,-0.571503,250.5,13.5196,3.64
20161208100828,6.15,51.239681,-0.573296,251.0,44.262798,2.34
20161208100828,6.30,51.239681,-0.573296,251.0,44.262798,2.27
20161208100829,6.52,51.239643,-0.573474,251.800003,46.855598,5.0
20161208100830,6.13,51.239613,-0.57366,256.100006,47.226002,5.0
20161208100830,6.01,51.239613,-0.57366,256.100006,47.226002,5.0
20161208100831,5.90,51.239582,-0.573855,255.699997,51.3004,5.0
20161208100831,5.91,51.239582,-0.573855,255.699997,51.3004,3.69
20161208100832,6.57,51.239552,-0.574057,255.5,51.3004,5.0
20161208100832,6.51,51.239552,-0.574057,255.5,51.3004,5.0
20161208100833,5.94,51.239517,-0.57426,257.299988,50.189201,5.0
20161208100833,6.48,51.239517,-0.57426,257.299988,50.189201,5.0
20161208100834,6.25,51.239487,-0.574458,260.299988,48.7076,5.0
20161208100834,6.24,51.239487,-0.574458,260.299988,48.7076,2.72
20161208100835,6.15,51.239464,-0.574649,260.600006,47.411201,5.0
20161208100835,6.11,51.239464,-0.574649,260.600006,47.411201,5.0
20161208100836,5.94,51.239445,-0.574832,260.600006,44.818401,5.0
20161208100837,6.51,51.239422,-0.575001,257.899994,40.929199,5.0
20161208100838,6.39,51.239399,-0.575156,255.399994,36.484402,5.0
20161208100838,6.32,51.239399,-0.575156,255.399994,36.484402,5.0
20161208100839,5.98,51.239376,-0.575284,252.0,30.002401,5.0
20161208100840,4.87,51.239349,-0.575384,242.399994,24.2612,3.13
20161208100855,6.37,51.238998,-0.575821,183.699997,22.224001,5.0
20161208100856,6.13,51.238934,-0.575823,181.5,26.668798,5.0
20161208100857,6.26,51.238865,-0.575816,176.300003,29.2616,2.35
20161208100858,6.11,51.238789,-0.575804,171.0,30.372799,5.0
20161208100859,5.90,51.238712,-0.575781,168.0,32.0396,5.0
20161208100900,3.94,51.238632,-0.575748,162.0,34.447201,5.0
20161208100901,5.92,51.238544,-0.575703,160.800003,36.669598,5.0
20161208100902,6.41,51.238449,-0.575655,162.699997,39.262402,5.0
20161208100903,6.26,51.238354,-0.575611,166.699997,39.262402,5.0
20161208100903,6.15,51.238354,-0.575611,166.699997,39.262402,5.0
20161208100904,6.24,51.238258,-0.575572,166.699997,35.743599,5.0
20161208100905,6.17,51.238178,-0.57554,165.0,30.7432,5.0
20161208100906,6.20,51.238113,-0.575517,170.0,21.8536,3.40
20161208100932,6.91,51.238056,-0.57536,118.400002,12.038,5.0
20161208100933,6.06,51.238037,-0.575287,115.300003,19.260799,5.0
20161208100934,6.08,51.238003,-0.575199,124.099998,28.3356,5.0
20161208100935,6.19,51.237961,-0.575087,115.400002,33.335999,5.0
20161208100936,6.05,51.237911,-0.574972,120.099998,37.5956,5.0
20161208100936,5.91,51.237911,-0.574972,120.099998,37.5956,2.80
20161208100937,6.01,51.237846,-0.574847,122.699997,42.040401,5.0
20161208100938,6.37,51.237778,-0.574706,123.599998,44.077599,5.0
20161208100939,6.49,51.237717,-0.574567,124.699997,40.929199,5.0
20161208100939,5.92,51.237717,-0.574567,124.699997,40.929199,5.0
20161208100940,6.40,51.237652,-0.574441,127.099998,37.225201,5.0
20161208100941,6.23,51.237595,-0.574327,127.099998,33.706402,5.0
20161208100942,5.91,51.237541,-0.574228,129.600006,29.817202,5.0
20161208100942,5.99,51.237541,-0.574228,129.600006,29.817202,5.0
20161208100943,6.18,51.237495,-0.574143,128.800003,26.854,5.0
20161208100945,5.99,51.237419,-0.574014,129.100006,16.667999,5.0
20161208100951,5.92,51.237244,-0.573808,140.899994,15.9272,2.77
20161208100953,6.89,51.237171,-0.573702,138.800003,24.2612,5.0
